step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,10.0,0,0.0,0.7699095333201063,0,0.0
25.0,0,0.0,0.0,12.671034971792379,0,0.0,0.9755550621815415,0,0.0
30.0,0,0.0,0.0,12.90702099919332,0,0.0,0.993723851404174,0,0.0
35.0,0,0.0,0.0,12.618650749633217,0,0.0,0.9715219509779518,0,0.0
40.0,0,0.0,0.0,12.428993646965893,0,0.0,0.905377830814766,0,0.0
45.0,0,0.0,0.0,13.547212423256514,0,0.0,0.9828718071484663,0,0.0
50.0,0,0.0,0.0,13.448521076026754,0,0.0,0.9754659318490913,0,0.0
55.0,0,0.0,0.0,13.639587693696757,0,0.0,0.9895189258013386,0,0.0
60.0,0,0.0,0.0,13.554523406457538,0,0.0,0.9819605228173498,0,0.0
65.0,0,0.0,0.0,13.533947753685442,0,0.0,0.9808191487835998,0,0.0
70.0,0,0.0,0.0,13.684392383054746,0,0.0,0.9919709889000241,0,0.0
75.0,0,0.0,0.0,13.413409893773878,0,0.0,0.9731062481775502,0,0.0
80.0,0,0.0,0.0,8.43916701884189,0,0.0,0.5886179614187996,0,0.0
85.0,0,0.0,0.0,7.546431252417106,0,4.0,0.5211206686952734,0,4.0
90.0,0,0.0,0.0,6.089561870058185,0,0.0,0.5037815942410129,0,0.0
95.0,1,4.0,2.0,4.133005221468597,1,4.0,0.00019022037544330284,1,4.0
100.0,1,9.0,2.25,8.238623048318832,1,9.0,0.47199551611165075,1,9.0
105.0,1,14.0,2.8,10.590230965531955,1,14.0,0.7147129549837943,1,14.0
110.0,1,19.0,3.8,10.954852140638181,1,19.0,0.7415445835260621,1,19.0
115.0,1,24.0,4.0,11.110233383438818,1,24.0,0.7405295312192842,1,24.0
120.0,1,29.0,4.833333333333333,11.800265346800556,1,29.0,0.7915882923787219,1,29.0
125.0,1,34.0,5.666666666666667,11.641057116400802,1,34.0,0.7847291770932133,1,34.0
130.0,1,39.0,6.5,11.694737546994082,1,39.0,0.7844650146328846,1,39.0
135.0,1,44.0,6.285714285714286,11.689184700668111,1,44.0,0.8127223722996847,1,44.0
140.0,1,49.0,7.0,11.769034230479958,1,49.0,0.8177276048416379,1,49.0
145.0,1,54.0,7.714285714285714,11.741309808115195,1,54.0,0.8152974126710407,1,54.0
150.0,1,59.0,8.428571428571429,11.080316286164177,1,59.0,0.7652063989914715,1,59.0
155.0,1,64.0,10.666666666666666,9.318771981669405,1,66.0,0.6001968396253615,1,66.0
160.0,1,69.0,11.5,8.978368823407962,1,69.0,0.6502511459314165,1,69.0
165.0,2,76.0,10.857142857142858,8.417451987937024,2,76.0,0.4864755665179152,2,76.0
170.0,2,86.0,12.285714285714286,9.179224449999849,2,86.0,0.4949061517702322,2,86.0
175.0,2,96.0,10.666666666666666,9.844082877995406,2,96.0,0.5937856484102745,2,96.0
180.0,2,106.0,11.777777777777779,10.357244399315379,2,106.0,0.6458224167371887,2,106.0
185.0,2,116.0,11.6,10.362243938330664,2,116.0,0.6649978875908609,2,116.0
190.0,2,126.0,11.454545454545455,10.787972193206361,2,126.0,0.7156149927617825,2,126.0
195.0,3,137.0,12.454545454545455,9.895913695269481,3,137.0,0.6209353993880898,3,137.0
200.0,3,152.0,13.818181818181818,9.844359796764206,3,152.0,0.6138210815324294,3,152.0
205.0,2,156.0,13.0,9.59970395133525,2,166.0,0.6468803948182406,2,166.0
210.0,2,166.0,12.76923076923077,10.521932818186544,2,166.0,0.7649380031015023,2,166.0
215.0,2,176.0,11.0,11.038472768742663,2,176.0,0.8048521138837141,2,176.0
220.0,2,186.0,12.4,10.939543755082699,2,186.0,0.7941567145606313,2,186.0
225.0,3,200.0,12.5,10.644192382689788,3,200.0,0.7660529753774392,3,200.0
230.0,4,217.0,12.055555555555555,9.880212321873383,4,217.0,0.7014274525331832,4,217.0
235.0,5,239.0,12.578947368421053,9.495540013961296,5,239.0,0.6669944934713985,5,239.0
240.0,4,257.0,13.526315789473685,9.783121755346892,4,263.0,0.6860002787136569,4,263.0
245.0,5,278.0,14.631578947368421,9.688296855817118,5,278.0,0.6946877704178602,5,278.0
250.0,6,305.0,13.26086956521739,9.697450265251147,6,305.0,0.6844020757496522,6,305.0
255.0,5,328.0,13.12,10.188950336591297,5,334.0,0.7120675050404521,5,334.0
260.0,6,354.0,13.615384615384615,9.599056073119545,6,354.0,0.6638386372119277,6,354.0
265.0,7,389.0,14.961538461538462,9.822267470149596,7,389.0,0.6665496599185711,7,389.0
270.0,7,424.0,15.703703703703704,10.031585167096182,7,424.0,0.6783591757272867,7,424.0
275.0,8,460.0,15.862068965517242,9.29727607737475,8,460.0,0.6163533274559374,8,460.0
280.0,11,506.0,18.071428571428573,7.9031539353117335,11,506.0,0.5092738081005538,11,506.0
285.0,13,567.0,20.25,6.531431479927101,13,567.0,0.40734381435784267,13,567.0
290.0,15,640.0,22.857142857142858,6.344927148711079,15,640.0,0.3944724314106714,15,640.0
295.0,15,715.0,23.06451612903226,6.824410788941758,15,715.0,0.43889585679581383,15,715.0
300.0,15,790.0,23.939393939393938,6.779969634541538,15,790.0,0.42866894706175834,15,790.0
