step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,10.0,0,0.0,0.7102825617675921,0,0.0
25.0,0,0.0,0.0,13.621215118910186,0,0.0,0.9674911569046983,0,0.0
30.0,0,0.0,0.0,13.63294593676077,0,0.0,0.9683243764401525,0,0.0
35.0,0,0.0,0.0,13.941841671248802,0,0.0,0.9902647018012767,0,0.0
40.0,0,0.0,0.0,12.85914444638458,0,0.0,0.9334286435282197,0,0.0
45.0,0,0.0,0.0,13.360978945220598,0,0.0,0.9705314314796416,0,0.0
50.0,0,0.0,0.0,13.493668432584276,0,0.0,0.9802450530744831,0,0.0
55.0,0,0.0,0.0,13.562083199042139,0,0.0,0.9850724555638903,0,0.0
60.0,0,0.0,0.0,13.633761121429746,0,0.0,0.9906157839229424,0,0.0
65.0,0,0.0,0.0,13.64360521972809,0,0.0,0.9911441416077085,0,0.0
70.0,0,0.0,0.0,13.401127011926622,0,0.0,0.973534545534831,0,0.0
75.0,0,0.0,0.0,12.244599758686345,0,0.0,0.9819355246983429,0,0.0
80.0,0,0.0,0.0,13.499770283120927,0,0.0,0.9952056337786934,0,0.0
85.0,0,0.0,0.0,13.443816142684557,0,0.0,0.9776764584174827,0,0.0
90.0,0,0.0,0.0,13.57307835948119,0,0.0,0.9901247434778618,0,0.0
95.0,0,0.0,0.0,8.994864012498288,0,0.0,0.2977972007998988,0,0.0
100.0,1,5.0,1.25,8.838686966251325,1,5.0,0.5115840959320551,1,5.0
105.0,1,10.0,2.0,10.572099036858296,1,10.0,0.6952298559964767,1,10.0
110.0,1,15.0,3.0,11.001857359707946,1,15.0,0.7360841730108054,1,15.0
115.0,1,20.0,3.3333333333333335,11.155539323615093,1,20.0,0.721325169878883,1,20.0
120.0,1,25.0,4.166666666666667,11.760923994647365,1,25.0,0.7617873402993036,1,25.0
125.0,1,30.0,5.0,12.165045834963145,1,30.0,0.7887686858215491,1,30.0
130.0,1,35.0,5.833333333333333,12.245885446785884,1,35.0,0.7934166828591629,1,35.0
135.0,0,0.0,0.0,11.775463301020695,0,39.0,0.8258465553787105,0,39.0
140.0,0,0.0,0.0,12.48992623774073,0,0.0,0.990471660387446,0,0.0
145.0,0,0.0,0.0,13.057420430677498,0,0.0,0.9841342323090096,0,0.0
150.0,0,0.0,0.0,13.560649708720256,0,0.0,0.9743864275243016,0,0.0
155.0,0,0.0,0.0,13.601884027575702,0,0.0,0.9619770906917379,0,0.0
160.0,3,4.0,0.6666666666666666,6.61061957692847,3,4.0,0.2501286029636257,3,4.0
165.0,2,13.0,1.8571428571428572,7.4638023274790575,2,18.0,0.35793460053845666,2,18.0
170.0,2,23.0,3.2857142857142856,8.643263988486002,2,23.0,0.49631766952481515,2,23.0
175.0,1,17.0,1.8888888888888888,9.598043926116942,1,32.0,0.6111566240088636,1,32.0
180.0,1,22.0,2.4444444444444446,10.731775351703252,1,22.0,0.7628143100252043,1,22.0
185.0,0,0.0,0.0,11.671737344536789,0,26.0,0.7726825698573149,0,26.0
190.0,0,0.0,0.0,12.748264483301215,0,0.0,0.9231872483135978,0,0.0
195.0,0,0.0,0.0,13.507322615099007,0,0.0,0.9584762158850947,0,0.0
200.0,0,0.0,0.0,14.091977575045517,0,0.0,0.9812031267713646,0,0.0
205.0,0,0.0,0.0,13.622306000197256,0,0.0,0.9580456167663979,0,0.0
210.0,0,0.0,0.0,13.58764173498548,0,0.0,0.9578142458164338,0,0.0
215.0,0,0.0,0.0,13.272656729423108,0,0.0,0.9279228604380816,0,0.0
220.0,0,0.0,0.0,13.499721390016116,0,0.0,0.9802911825346984,0,0.0
225.0,0,0.0,0.0,13.369734594512112,0,0.0,0.9699702857828151,0,0.0
230.0,1,1.0,0.058823529411764705,12.465157012726218,1,1.0,0.8787960475984625,1,1.0
235.0,0,0.0,0.0,12.02341575060443,0,5.0,0.8418597816930791,0,5.0
240.0,1,4.0,0.21052631578947367,11.444788648454272,1,4.0,0.8221141041196891,1,4.0
245.0,1,4.0,0.2222222222222222,11.638920647250703,1,12.0,0.830010835252432,1,12.0
250.0,1,9.0,0.4090909090909091,12.125259438265067,1,9.0,0.8829530221111328,1,9.0
255.0,0,0.0,0.0,12.67145248704088,0,13.0,0.9004050304886813,0,13.0
260.0,0,0.0,0.0,13.063524926434885,0,0.0,0.9512516178281487,0,0.0
265.0,1,3.0,0.13043478260869565,12.790804065434132,1,3.0,0.9102288489405356,1,3.0
270.0,1,8.0,0.3333333333333333,12.187929795215062,1,8.0,0.8298176320335618,1,8.0
275.0,2,8.0,0.32,11.328026632201972,2,21.0,0.7447685229875118,2,21.0
280.0,2,18.0,0.72,11.991346449615914,2,18.0,0.8493029370297549,2,18.0
285.0,0,0.0,0.0,12.155625988962681,0,26.0,0.7921655184136143,0,26.0
290.0,1,5.0,0.2,12.756518527552943,1,5.0,0.8996462827451235,1,5.0
295.0,1,10.0,0.37037037037037035,12.419200009681717,1,10.0,0.8464606491836233,1,10.0
300.0,2,19.0,0.6785714285714286,11.993693302288506,2,19.0,0.7800091707858755,2,19.0
305.0,4,28.0,0.9032258064516129,11.009264141159077,4,36.0,0.6568633107173855,4,36.0
