step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.848979192530772,0,0.0,0.9614856009705369,0,0.0
10.0,0,0.0,0.0,14.132436893321035,0,0.0,0.9681980249931891,0,0.0
15.0,0,0.0,0.0,12.058806117871574,0,0.0,0.9168571934457195,0,0.0
20.0,1,1.0,0.125,11.105353235920003,0,0.0,0.9373266091701246,0,0.0
25.0,0,0.0,0.0,13.771275479726961,0,0.0,0.9631809137137588,0,0.0
30.0,0,0.0,0.0,11.963252008676397,0,0.0,0.6773489748260278,0,0.0
35.0,2,9.0,0.6923076923076923,10.144050272699882,2,9.0,0.5044599337953677,2,9.0
40.0,4,28.0,2.8,8.531272042451201,4,28.0,0.48683284281696937,4,28.0
45.0,4,48.0,4.0,6.2765119040777515,4,48.0,0.3212902979692178,4,48.0
50.0,8,82.0,5.466666666666667,6.352559802184785,8,82.0,0.31612301588880326,8,82.0
55.0,8,122.0,8.133333333333333,4.711582129942737,8,122.0,0.33056714490708694,8,122.0
60.0,10,171.0,10.6875,3.4498152073110773,10,171.0,0.24161533675973587,10,171.0
65.0,13,231.0,10.5,4.497610445852672,13,231.0,0.24715249389285673,13,231.0
70.0,14,295.0,11.346153846153847,5.822119439331072,14,295.0,0.3448514352415271,14,295.0
75.0,15,366.0,13.071428571428571,4.6276991240145335,15,366.0,0.2733294583549552,15,366.0
80.0,20,459.0,15.3,2.928728250356803,20,459.0,0.14780807373679333,20,459.0
85.0,26,575.0,17.424242424242426,2.804010917718844,26,575.0,0.1193599653852334,26,575.0
90.0,28,708.0,22.838709677419356,1.2511354117520834,28,708.0,0.08613527240041939,28,708.0
95.0,29,851.0,22.394736842105264,2.924436017220057,29,851.0,0.11284916721752959,29,851.0
100.0,30,1000.0,25.641025641025642,2.7094991672738495,30,1000.0,0.14247294799608415,30,1000.0
105.0,32,1156.0,28.195121951219512,1.7296118886750034,32,1156.0,0.10046642271130757,32,1156.0
110.0,37,1334.0,31.023255813953487,1.4887816447349227,37,1334.0,0.06895922507955975,37,1334.0
