step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.667660475770896,0,0.0,0.9375532236290471,0,0.0
10.0,0,0.0,0.0,13.857576906906104,0,0.0,0.9584037812698218,0,0.0
15.0,0,0.0,0.0,10.423808257529583,0,0.0,0.7292355922117189,0,0.0
20.0,4,13.0,1.625,3.971313783821373,4,13.0,0.26132651689049213,4,13.0
25.0,4,28.0,2.3333333333333335,7.478221627123189,4,28.0,0.4652587714908948,4,28.0
30.0,5,49.0,4.083333333333333,7.006279595953057,5,49.0,0.42033867165837924,5,49.0
35.0,6,77.0,4.8125,7.7904021746605565,6,77.0,0.37705176282882114,6,77.0
40.0,6,107.0,6.6875,8.072636647539536,6,107.0,0.38289038707553547,6,107.0
45.0,7,138.0,8.625,6.506534172925167,7,138.0,0.2630502898608444,7,138.0
50.0,10,183.0,10.166666666666666,6.09416281314085,10,183.0,0.2755628657787973,10,183.0
55.0,10,233.0,13.705882352941176,4.448051703068632,10,233.0,0.30384505028018466,10,233.0
60.0,12,289.0,16.055555555555557,3.4785040165938863,12,289.0,0.20255840733910024,12,289.0
65.0,12,341.0,14.208333333333334,4.808282436587336,12,341.0,0.25212047278546806,12,341.0
70.0,13,406.0,14.5,6.840064071163054,13,406.0,0.37693602946407556,13,406.0
75.0,13,471.0,16.24137931034483,4.713671478745505,13,471.0,0.2556589031043082,13,471.0
80.0,19,562.0,18.129032258064516,4.514930021017789,19,562.0,0.22461247003877696,19,562.0
85.0,24,668.0,21.548387096774192,2.3420741012303172,24,668.0,0.10738334874553469,24,668.0
90.0,23,752.0,24.258064516129032,2.074911713865504,23,752.0,0.11018260150198088,23,752.0
95.0,22,836.0,22.594594594594593,4.478271781872476,20,839.0,0.19619147714717186,20,839.0
100.0,22,939.0,24.710526315789473,5.060626336819575,22,944.0,0.21582405096803423,22,944.0
105.0,24,1053.0,26.325,4.166924745651627,24,1058.0,0.10107324645826485,24,1058.0
110.0,29,1192.0,29.8,3.84031914094776,29,1197.0,0.11759890695248419,29,1197.0
115.0,29,1337.0,32.609756097560975,2.8857684386682956,29,1342.0,0.11071511635130252,29,1342.0
120.0,29,1092.0,26.634146341463413,2.6293339372255247,29,1097.0,0.18021391247214094,29,1097.0
125.0,14,273.0,5.934782608695652,5.255142996222266,14,864.0,0.24511543819409698,14,864.0
130.0,14,122.0,2.652173913043478,4.724847524579014,14,787.0,0.18791200905811767,14,787.0
135.0,10,48.0,1.0212765957446808,5.12042597162498,10,775.0,0.12174061937285326,10,775.0
140.0,20,129.0,3.0,4.234851914569978,20,856.0,0.08499051591570427,20,856.0
145.0,29,262.0,5.574468085106383,4.7142964785943215,29,989.0,0.12480008823565515,29,989.0
150.0,28,331.0,7.6976744186046515,3.536387897287383,28,901.0,0.1526281098508933,28,901.0
155.0,17,187.0,4.155555555555556,5.023149094043678,17,695.0,0.17358375176621768,17,695.0
160.0,16,129.0,2.74468085106383,5.022102008076099,16,713.0,0.20396430557348474,16,713.0
165.0,13,73.0,1.553191489361702,5.388185076044667,13,732.0,0.17965931174910232,13,732.0
170.0,19,106.0,2.3043478260869565,4.434482598164095,19,614.0,0.14380553445974806,19,614.0
175.0,17,84.0,1.8666666666666667,5.259144854089224,17,561.0,0.20088479844873136,17,561.0
180.0,17,89.0,2.1707317073170733,4.274819436980883,17,575.0,0.13340092125148767,17,575.0
185.0,12,53.0,1.1041666666666667,5.873505572171839,12,592.0,0.2004818434609631,12,592.0
190.0,17,112.0,2.6666666666666665,4.678957566870534,17,659.0,0.21348015580679877,17,659.0
195.0,25,222.0,5.045454545454546,3.884554245448834,25,769.0,0.12257896705014791,25,769.0
200.0,31,350.0,7.954545454545454,3.059499707903488,31,866.0,0.11850705679512005,31,866.0
205.0,27,436.0,9.478260869565217,3.5012554675351706,27,963.0,0.09864375147348255,27,963.0
210.0,23,460.0,10.454545454545455,3.266793853632939,23,881.0,0.14714942927460747,23,881.0
215.0,20,270.0,5.510204081632653,4.929683759001388,19,840.0,0.1433091924704292,19,840.0
220.0,19,186.0,3.875,5.744456930894999,17,643.0,0.23261100560696346,17,643.0
225.0,11,107.0,2.14,6.171243234386669,11,590.0,0.25930942424008574,11,590.0
230.0,11,49.0,1.0,6.301419211236142,11,551.0,0.2418136776173064,11,551.0
235.0,14,83.0,1.8043478260869565,5.24257303542303,14,615.0,0.20582197740751837,14,615.0
240.0,23,183.0,4.159090909090909,3.97858810925827,23,715.0,0.0635233317139061,23,715.0
245.0,30,294.0,6.391304347826087,4.018609759113895,30,791.0,0.08582439628123376,30,791.0
250.0,23,357.0,7.933333333333334,4.791073923220845,23,876.0,0.23227381918711223,23,876.0
255.0,21,353.0,8.209302325581396,2.86299437428791,21,804.0,0.11526560670755312,21,804.0
260.0,18,209.0,4.644444444444445,4.445850191424004,18,772.0,0.12069572092728918,18,772.0
265.0,20,209.0,4.644444444444445,6.3944917040709255,20,600.0,0.22077693646693278,20,600.0
270.0,14,135.0,2.872340425531915,6.070877326430926,14,600.0,0.23164339446883345,14,600.0
275.0,12,66.0,1.4042553191489362,6.126209864745375,11,601.0,0.2385539004416585,11,601.0
280.0,18,96.0,2.1818181818181817,5.414045237649048,18,670.0,0.23735903596975053,18,670.0
285.0,23,197.0,4.5813953488372094,3.2701552512090517,23,773.0,0.09943476803181266,23,773.0
290.0,29,282.0,6.878048780487805,1.6938206620274412,29,778.0,0.06168530155807288,29,778.0
295.0,23,265.0,5.888888888888889,4.117232755452393,23,780.0,0.1545214336068762,23,780.0
300.0,19,259.0,5.7555555555555555,4.130363466838714,19,829.0,0.14227387925993418,19,829.0
305.0,13,104.0,2.0392156862745097,6.3014947302103534,13,802.0,0.21546986476865393,13,802.0
310.0,14,62.0,1.3777777777777778,4.557122535382069,14,767.0,0.15832837418371226,14,767.0
315.0,14,66.0,1.5348837209302326,4.587237904924015,14,675.0,0.1348088915723848,14,675.0
320.0,15,85.0,1.8478260869565217,5.323183419944033,15,656.0,0.1927333806018988,15,656.0
325.0,11,43.0,0.9347826086956522,5.615911014997566,11,594.0,0.19574642411714793,11,594.0
330.0,10,35.0,0.813953488372093,4.933504807284923,10,633.0,0.14275662722659654,10,633.0
335.0,10,37.0,0.8222222222222222,5.760978879748886,10,547.0,0.14876160625002902,10,547.0
340.0,16,85.0,1.9767441860465116,5.232922786253908,16,616.0,0.22567561756209803,16,616.0
345.0,19,155.0,3.4444444444444446,4.840492503874802,19,704.0,0.18513557577018316,19,704.0
350.0,23,218.0,4.954545454545454,3.206969884308668,23,721.0,0.12680379841081538,23,721.0
355.0,24,207.0,4.813953488372093,2.6945569085180012,22,761.0,0.13057904358980907,22,761.0
360.0,18,163.0,3.7906976744186047,3.0179708168514097,18,732.0,0.08102333348514104,18,732.0
365.0,18,131.0,2.673469387755102,5.322586007916282,17,746.0,0.1250107334587599,17,746.0
370.0,14,111.0,2.3617021276595747,5.277424380642233,14,755.0,0.19827317205427364,14,755.0
375.0,11,52.0,1.1555555555555554,4.904311211196971,11,743.0,0.16315209531508365,11,743.0
380.0,15,77.0,1.7906976744186047,4.751276771938567,15,675.0,0.06772716937548609,15,675.0
385.0,15,134.0,3.0454545454545454,5.979013426139698,15,692.0,0.198581732831039,15,692.0
390.0,14,147.0,3.4186046511627906,5.522738146164624,14,640.0,0.23751264799742938,14,640.0
395.0,16,124.0,2.6956521739130435,6.077081524344265,15,634.0,0.23222546152618653,15,634.0
400.0,13,114.0,2.590909090909091,5.042877127893442,13,600.0,0.23738860505509193,13,600.0
405.0,13,79.0,1.7555555555555555,5.593756389418076,12,635.0,0.19383911617405175,12,635.0
410.0,12,55.0,1.2790697674418605,5.398334655706926,11,641.0,0.15367818171085507,11,641.0
415.0,10,65.0,1.5853658536585367,5.274618538590468,10,594.0,0.1925982389808783,10,594.0
