step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.846271737157828,0,0.0,0.9446592021184224,0,0.0
10.0,0,0.0,0.0,14.809956885649301,0,0.0,0.96269721666493,0,0.0
15.0,0,0.0,0.0,10.947169662296453,0,0.0,0.684340937253863,0,0.0
20.0,4,11.0,1.375,6.373121765607699,4,11.0,0.29971178311585117,4,11.0
25.0,5,35.0,3.1818181818181817,7.780008295019346,5,35.0,0.42540962263037835,5,35.0
30.0,5,60.0,5.454545454545454,5.155611592324084,5,60.0,0.35907689386913394,5,60.0
35.0,7,95.0,6.333333333333333,6.554608769510386,7,95.0,0.3343358636117826,7,95.0
40.0,7,130.0,8.666666666666666,7.120290571292103,7,130.0,0.35671212200219354,7,130.0
45.0,7,165.0,9.705882352941176,5.8168915960134555,7,165.0,0.24474237448608344,7,165.0
50.0,11,214.0,11.263157894736842,5.764393316313028,11,214.0,0.24982714197470907,11,214.0
55.0,11,269.0,14.944444444444445,5.516621560080182,11,269.0,0.3036971163342093,11,269.0
60.0,6,103.0,5.421052631578948,4.436069486692485,6,103.0,0.280506268529806,6,103.0
65.0,2,4.0,0.16,9.098852812517652,0,32.0,0.5959784265909402,0,32.0
70.0,4,23.0,0.8214285714285714,11.417434646051971,1,4.0,0.8462601202150553,1,4.0
75.0,5,46.0,1.5862068965517242,10.335237438679359,1,9.0,0.7264234980251878,1,9.0
80.0,4,32.0,1.28,8.939239518065415,3,24.0,0.4995333862361409,3,24.0
85.0,3,15.0,0.6521739130434783,8.562438171402956,3,15.0,0.47633229821454176,3,15.0
90.0,3,5.0,0.23809523809523808,9.609847036301122,1,7.0,0.5018806543109506,1,7.0
95.0,4,22.0,0.88,10.851631773208103,3,16.0,0.5162129721722378,3,16.0
100.0,5,45.0,2.0454545454545454,10.799444245605239,4,34.0,0.6061163451162345,4,34.0
105.0,5,70.0,3.3333333333333335,9.248747660055162,4,54.0,0.48049148424168214,4,54.0
110.0,8,85.0,4.473684210526316,6.76120294941241,8,85.0,0.298158274239634,8,85.0
115.0,4,37.0,1.608695652173913,7.5959586031898265,4,37.0,0.5244425868633869,4,37.0
120.0,2,6.0,0.25,9.244303191409502,2,16.0,0.6503961279457207,2,16.0
125.0,1,1.0,0.037037037037037035,9.554166149474872,1,5.0,0.5598470418433958,1,5.0
130.0,4,16.0,0.5925925925925926,10.013651344733475,4,20.0,0.536887047805661,4,20.0
135.0,5,41.0,1.8636363636363635,8.416292486026817,4,40.0,0.24103798846158295,4,40.0
140.0,8,72.0,3.130434782608696,8.629673496141718,8,76.0,0.2589485321155228,8,76.0
145.0,9,113.0,4.913043478260869,8.448615171148044,9,117.0,0.38366268242063534,9,117.0
150.0,10,159.0,7.571428571428571,5.847197162842377,10,163.0,0.31975867629037263,10,163.0
155.0,6,93.0,3.72,6.015386207776766,6,93.0,0.404215186809799,6,93.0
160.0,6,13.0,0.5,7.143110133867113,4,80.0,0.49697913005796546,4,80.0
165.0,8,52.0,1.9259259259259258,8.23143318614215,5,42.0,0.4240338620587687,5,42.0
170.0,6,39.0,1.21875,8.551951362257334,6,47.0,0.3897858545460301,6,47.0
175.0,7,25.0,0.8620689655172413,8.587516322178235,4,55.0,0.4883615653337094,4,55.0
180.0,9,62.0,2.3846153846153846,7.625277852148686,7,72.0,0.26986269155194303,7,72.0
185.0,10,87.0,3.107142857142857,7.814046430039845,9,97.0,0.28152756146213437,9,97.0
190.0,8,110.0,4.230769230769231,9.164486911661411,8,118.0,0.4543360077920981,8,118.0
195.0,8,150.0,5.769230769230769,8.163864442328451,8,158.0,0.3156664772983286,8,158.0
200.0,12,201.0,7.730769230769231,7.105368550301221,12,209.0,0.3047633627999971,12,209.0
205.0,14,267.0,10.26923076923077,6.301138052510428,14,275.0,0.2673309702869051,14,275.0
210.0,11,198.0,8.25,4.6158495196760425,11,198.0,0.2996140941320762,11,198.0
215.0,4,26.0,0.9285714285714286,7.583171640439981,3,120.0,0.3731082515173255,3,120.0
220.0,8,36.0,1.2413793103448276,9.284373421220783,5,59.0,0.5511930646399764,5,59.0
225.0,2,9.0,0.28125,9.307585391192916,2,46.0,0.5658587842451046,2,46.0
230.0,9,27.0,0.9,8.648152593732298,8,63.0,0.38206125605312896,8,63.0
235.0,10,77.0,2.75,8.130623620695056,8,103.0,0.3836528088663595,8,103.0
240.0,5,54.0,2.16,7.353238874240862,5,74.0,0.3470468015531768,5,74.0
245.0,3,4.0,0.13793103448275862,9.405018581492895,2,33.0,0.469422531611239,2,33.0
250.0,0,0.0,0.0,10.864204562081587,0,32.0,0.720417438023786,0,32.0
255.0,3,11.0,0.44,9.706840510871181,3,43.0,0.39765759897039743,3,43.0
260.0,8,41.0,1.8636363636363635,8.41895113638468,8,73.0,0.23576245266079424,8,73.0
265.0,5,44.0,2.0,8.329202679306006,5,62.0,0.46050304284648236,5,62.0
270.0,1,1.0,0.045454545454545456,10.296029444217195,1,45.0,0.5812419728497167,1,45.0
275.0,1,2.0,0.08,10.196297375510238,1,47.0,0.4710899009587463,1,47.0
280.0,5,20.0,0.8,10.438956929124302,5,65.0,0.524149639294372,5,65.0
285.0,6,50.0,2.272727272727273,8.79276414655122,6,95.0,0.40265974151229916,6,95.0
290.0,11,93.0,4.2272727272727275,5.92468400124778,11,138.0,0.18622604373544255,11,138.0
295.0,7,87.0,3.625,6.127956185535997,7,116.0,0.3503419731725723,7,116.0
300.0,6,22.0,0.9565217391304348,7.226525182499126,3,102.0,0.45293903089241844,3,102.0
305.0,2,6.0,0.21428571428571427,8.376174772114899,2,105.0,0.460266086674007,2,105.0
310.0,5,25.0,0.8928571428571429,9.02326203463168,5,124.0,0.4470814762538566,5,124.0
315.0,8,61.0,2.3461538461538463,8.484544336514768,7,155.0,0.27337932730292464,7,155.0
