step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.769077898011881,0,0.0,0.9699213995081022,0,0.0
10.0,0,0.0,0.0,13.672437616175626,0,0.0,0.9564743607728522,0,0.0
15.0,0,0.0,0.0,9.3652869841692,0,0.0,0.6591451022215946,0,0.0
20.0,4,13.0,1.625,4.246935997000068,4,13.0,0.2880703797080863,4,13.0
25.0,0,0.0,0.0,7.822680507309588,0,0.0,0.9647724904093791,0,0.0
30.0,0,0.0,0.0,10.238887674306868,0,0.0,0.9458685959120103,0,0.0
35.0,0,0.0,0.0,12.03273105952953,0,0.0,0.9239753723888589,0,0.0
40.0,0,0.0,0.0,13.106546095873291,0,0.0,0.957237834302249,0,0.0
45.0,0,0.0,0.0,12.048274225091363,0,0.0,0.6855554228948245,0,0.0
50.0,3,7.0,0.4666666666666667,10.160704977754945,3,7.0,0.4876585032028028,3,7.0
55.0,4,27.0,2.25,9.365802977559865,4,27.0,0.5322663416639541,4,27.0
60.0,4,47.0,3.9166666666666665,7.173957902453101,4,47.0,0.39725909539406273,4,47.0
65.0,3,8.0,0.4444444444444444,7.5901659621377355,3,8.0,0.5408179273662284,3,8.0
70.0,2,8.0,0.36363636363636365,11.160540628955639,1,6.0,0.8008608420891274,1,6.0
75.0,1,4.0,0.18181818181818182,10.159811204123725,1,4.0,0.6494760963616585,1,4.0
80.0,5,20.0,0.8333333333333334,10.17336346738284,5,20.0,0.5152432795203103,5,20.0
85.0,1,6.0,0.2857142857142857,8.81237279170144,1,6.0,0.5229019574937764,1,6.0
90.0,2,8.0,0.4444444444444444,10.289273809391467,2,9.0,0.48242508846911974,2,9.0
95.0,1,3.0,0.125,10.569288956641762,1,4.0,0.5135848488902155,1,4.0
100.0,3,17.0,0.7727272727272727,11.131157488140651,3,18.0,0.6442776162151925,3,18.0
105.0,1,10.0,0.5555555555555556,8.709204524921313,1,10.0,0.5493732873401413,1,10.0
110.0,4,13.0,0.6842105263157895,9.211438245497014,3,11.0,0.5114311278639553,3,11.0
115.0,1,8.0,0.36363636363636365,9.348447634595068,1,8.0,0.5275845283633847,1,8.0
120.0,3,10.0,0.43478260869565216,10.785670469277974,3,10.0,0.6299470004787733,3,10.0
125.0,4,18.0,0.75,8.983365457917344,4,18.0,0.5137464681642536,4,18.0
130.0,6,22.0,0.9565217391304348,7.929712418081686,5,30.0,0.40240803575083933,5,30.0
135.0,5,23.0,1.15,5.651398668978258,5,33.0,0.26369033333877395,5,33.0
140.0,6,24.0,1.0909090909090908,7.562940557884128,5,41.0,0.31493164086520775,5,41.0
145.0,3,20.0,0.7692307692307693,9.123161812305959,3,31.0,0.5185833222577056,3,31.0
150.0,2,12.0,0.5,10.00888470336053,2,30.0,0.5827794735414775,2,30.0
155.0,2,11.0,0.4074074074074074,9.72262205685237,2,15.0,0.4500020976363757,2,15.0
160.0,3,15.0,0.5769230769230769,11.028180331767455,3,17.0,0.6199222418223905,3,17.0
165.0,2,10.0,0.47619047619047616,9.314616520669466,2,10.0,0.5119453160956647,2,10.0
170.0,4,14.0,0.5833333333333334,9.916435422116946,3,13.0,0.5285383319456023,3,13.0
175.0,1,9.0,0.391304347826087,9.49962914996555,1,10.0,0.6061102729289517,1,10.0
180.0,1,5.0,0.23809523809523808,9.227915064959314,1,6.0,0.4399884772485409,1,6.0
185.0,6,25.0,1.0869565217391304,9.99846119039384,5,20.0,0.4535930079874483,5,20.0
190.0,2,16.0,0.7272727272727273,10.681546607203186,2,22.0,0.6734599666315325,2,22.0
195.0,1,1.0,0.045454545454545456,10.92000974268021,0,7.0,0.652840298970895,0,7.0
200.0,1,1.0,0.05,10.791783174555501,1,8.0,0.7135688511733108,1,8.0
205.0,2,11.0,0.4583333333333333,11.775476983296622,2,18.0,0.6069560668738623,2,18.0
210.0,4,18.0,0.9473684210526315,10.454849486176162,4,18.0,0.5392551002219503,4,18.0
215.0,1,8.0,0.4,10.453024040005179,1,16.0,0.528858509022661,1,16.0
220.0,2,5.0,0.2777777777777778,8.748553676248264,2,13.0,0.6706744542081294,2,13.0
225.0,3,16.0,0.7619047619047619,9.85945077645978,2,23.0,0.666603457759098,2,23.0
230.0,6,40.0,1.8181818181818181,8.723326526790565,5,42.0,0.39295183550256213,5,42.0
235.0,3,30.0,1.3043478260869565,9.050616434398407,3,33.0,0.5947754601827442,3,33.0
240.0,3,8.0,0.42105263157894735,8.973658759506565,2,23.0,0.46947409037802135,2,23.0
245.0,3,5.0,0.2,8.956494574093705,3,22.0,0.40869704883907654,3,22.0
250.0,4,21.0,0.84,10.886324856657016,4,38.0,0.6513745618639709,4,38.0
255.0,3,28.0,1.2727272727272727,9.285382078204504,3,35.0,0.48900638923479955,3,35.0
260.0,2,6.0,0.2727272727272727,9.31475849244594,2,17.0,0.3805164264127523,2,17.0
265.0,2,6.0,0.3,9.204585511324186,2,17.0,0.5865207478064526,2,17.0
270.0,4,13.0,0.6190476190476191,9.230307613941958,3,23.0,0.5578259211955853,3,23.0
275.0,3,20.0,0.8695652173913043,9.433734028120815,3,22.0,0.5165580657787492,3,22.0
280.0,4,12.0,0.5,9.437707713882068,3,17.0,0.5437602919508234,3,17.0
285.0,4,15.0,0.6818181818181818,8.173712280963818,4,21.0,0.47138203819193614,4,21.0
290.0,6,19.0,0.8260869565217391,7.871566649431029,6,30.0,0.3168924706455459,6,30.0
295.0,4,17.0,0.68,8.201031548644869,4,22.0,0.48310522737937533,4,22.0
300.0,4,23.0,0.9583333333333334,9.670952590088675,3,30.0,0.5838467684386457,3,30.0
305.0,3,12.0,0.4444444444444444,9.653234349330027,3,12.0,0.5344742477443478,3,12.0
310.0,3,11.0,0.44,10.155101992283157,2,11.0,0.6052441914302108,2,11.0
315.0,2,8.0,0.38095238095238093,8.804875424308648,2,10.0,0.4555668699046408,2,10.0
320.0,4,17.0,0.7083333333333334,11.080904853733259,4,19.0,0.5673458146383552,4,19.0
325.0,3,20.0,0.8695652173913043,9.959463299854106,3,20.0,0.5620663171066798,3,20.0
330.0,2,13.0,0.6842105263157895,8.9168417095476,2,21.0,0.4536861956739946,2,21.0
335.0,3,14.0,0.6363636363636364,8.47093338262085,3,22.0,0.29473835104198287,3,22.0
340.0,6,25.0,1.0869565217391304,9.585101791732528,4,31.0,0.6169634106944863,4,31.0
345.0,4,29.0,1.2083333333333333,8.823380533150237,4,32.0,0.49058483483007503,4,32.0
350.0,6,25.0,1.0416666666666667,8.40623195153234,6,48.0,0.4078431798127991,6,48.0
355.0,4,19.0,0.76,8.086569300323477,4,39.0,0.4775520382789052,4,39.0
360.0,7,23.0,1.0454545454545454,7.611326542690725,6,49.0,0.31121405577905414,6,49.0
365.0,6,35.0,1.4,7.822613997947685,6,52.0,0.2432897369801507,6,52.0
370.0,3,19.0,0.7307692307692307,10.30335674759718,3,38.0,0.5971707182799453,3,38.0
375.0,4,27.0,1.173913043478261,9.292918172882148,4,39.0,0.4982897685842669,4,39.0
380.0,4,23.0,1.0454545454545454,9.017374414125632,4,46.0,0.33119211897675305,4,46.0
385.0,6,29.0,1.2083333333333333,8.909085346600762,6,43.0,0.41950950390748853,6,43.0
390.0,3,16.0,0.6956521739130435,9.483232143647657,3,42.0,0.5378995075878058,3,42.0
395.0,4,26.0,0.9629629629629629,8.797421827662301,4,41.0,0.486873376019029,4,41.0
400.0,7,24.0,0.9230769230769231,8.129727985916263,6,54.0,0.490673745004208,6,54.0
405.0,3,24.0,0.96,6.47149443974029,3,64.0,0.31740697312215144,3,64.0
410.0,6,17.0,0.6538461538461539,6.993126313686191,6,46.0,0.22604685862510543,6,46.0
415.0,3,14.0,0.56,7.689939692044473,3,33.0,0.46540767194946897,3,33.0
420.0,4,17.0,0.68,9.35172289895145,4,41.0,0.5055026740759928,4,41.0
425.0,5,28.0,0.9655172413793104,9.529277183612383,5,43.0,0.45091692822422225,5,43.0
430.0,3,16.0,0.6153846153846154,10.249141443561552,3,33.0,0.5771935742029705,3,33.0
435.0,3,31.0,1.2916666666666667,8.470840115809056,3,48.0,0.38976092020554853,3,48.0
