step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.141707316972173,0,0.0,0.9597000671798618,0,0.0
10.0,0,0.0,0.0,14.594585696234487,0,0.0,0.9492491601528471,0,0.0
15.0,0,0.0,0.0,9.481342669748406,0,0.0,0.6108010260960614,0,0.0
20.0,3,5.0,0.625,3.5092712312264975,3,5.0,0.15051351715879505,3,5.0
25.0,0,0.0,0.0,8.032723373277134,0,0.0,0.9410254992695627,0,0.0
30.0,0,0.0,0.0,10.045837794087065,0,0.0,0.9347517638317496,0,0.0
35.0,0,0.0,0.0,11.54335123784015,0,0.0,0.9423582876676186,0,0.0
40.0,0,0.0,0.0,12.710852084802926,0,0.0,0.9534397648857804,0,0.0
45.0,0,0.0,0.0,11.958759378439916,0,0.0,0.607833559661491,0,0.0
50.0,3,11.0,0.8461538461538461,10.036652186793383,3,11.0,0.4760175232155642,3,11.0
55.0,5,32.0,2.4615384615384617,7.752983266601131,5,32.0,0.453919566584406,5,32.0
60.0,6,62.0,5.166666666666667,5.212286560837479,6,62.0,0.3097116374191875,6,62.0
65.0,9,101.0,5.611111111111111,6.21409699047042,9,101.0,0.3345799265562198,9,101.0
70.0,10,149.0,6.7727272727272725,7.33190599854951,10,149.0,0.42368190887505247,10,149.0
75.0,10,199.0,8.652173913043478,5.092237087383023,10,199.0,0.3299735776938848,10,199.0
80.0,16,270.0,10.8,3.4334658991422575,16,270.0,0.21031649947340125,16,270.0
85.0,22,363.0,12.964285714285714,2.922113906139763,22,363.0,0.14732943995891118,22,363.0
90.0,23,474.0,17.555555555555557,1.4830388516177118,23,474.0,0.10335908456726817,23,474.0
95.0,25,596.0,18.060606060606062,2.8065340955855844,25,596.0,0.09961324021762195,25,596.0
100.0,26,726.0,20.742857142857144,3.3357629632360175,26,726.0,0.18471321471679844,26,726.0
105.0,27,858.0,23.18918918918919,2.2215359379223765,27,858.0,0.12597472549025018,27,858.0
