step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.029147490665105,0,0.0,0.9330926015543335,0,0.0
10.0,0,0.0,0.0,14.0415914635593,0,0.0,0.9435542254464551,0,0.0
15.0,0,0.0,0.0,9.297232559321266,0,0.0,0.63556752751168,0,0.0
20.0,3,7.0,0.875,4.099312953238062,3,7.0,0.2665537441069937,3,7.0
25.0,0,0.0,0.0,8.027922818307937,0,0.0,0.9388075417153546,0,0.0
30.0,2,2.0,0.16666666666666666,10.041948804147241,0,0.0,0.9516875486758585,0,0.0
35.0,0,0.0,0.0,12.284833808661144,0,0.0,0.907491072529598,0,0.0
40.0,0,0.0,0.0,13.387916599384766,0,0.0,0.9503999992449637,0,0.0
45.0,0,0.0,0.0,12.76244507126661,0,0.0,0.9372069403159501,0,0.0
50.0,0,0.0,0.0,14.546951108639695,0,0.0,0.9705343182952323,0,0.0
55.0,0,0.0,0.0,13.545067735218081,0,0.0,0.9505677865146334,0,0.0
60.0,0,0.0,0.0,10.66695884111292,0,0.0,0.5648877267989499,0,0.0
65.0,3,11.0,0.7857142857142857,9.741951632898932,3,11.0,0.5384118363727095,3,11.0
70.0,5,34.0,1.8888888888888888,9.301118931674715,5,34.0,0.5407427780302403,5,34.0
75.0,6,64.0,3.5555555555555554,6.440083845858739,6,64.0,0.44403669815098507,6,64.0
80.0,10,82.0,4.1,4.072041291162234,10,82.0,0.3006564744663089,10,82.0
85.0,14,141.0,6.130434782608695,3.9672978398733783,14,141.0,0.19013354382422515,14,141.0
90.0,16,205.0,8.91304347826087,3.374634379306363,16,205.0,0.14075191298696638,16,205.0
95.0,17,286.0,9.533333333333333,5.311957833759598,17,286.0,0.18170250893452633,17,286.0
100.0,19,378.0,13.03448275862069,4.605310939085892,19,378.0,0.23824771192760397,19,378.0
105.0,16,325.0,10.483870967741936,3.44322986305794,16,325.0,0.19141829920752626,16,325.0
110.0,11,233.0,7.516129032258065,4.754498307519011,10,320.0,0.2221538633628647,10,320.0
115.0,9,198.0,5.351351351351352,7.297961893446555,9,241.0,0.2936161826384879,9,241.0
120.0,6,25.0,0.6410256410256411,8.381642944119193,6,145.0,0.3550547016843274,6,145.0
125.0,8,34.0,0.8717948717948718,7.978952921885736,8,141.0,0.3083309890143311,8,141.0
130.0,9,29.0,0.8529411764705882,6.694182366327296,8,144.0,0.24526611360825465,8,144.0
135.0,10,48.0,1.6551724137931034,4.962211073172211,10,127.0,0.19270602444821242,10,127.0
140.0,8,29.0,0.9666666666666667,5.829964792630255,8,124.0,0.2087973117138929,8,124.0
145.0,7,34.0,1.0,7.500239581641957,7,145.0,0.3506199991334255,7,145.0
150.0,7,32.0,1.032258064516129,7.5670571114103105,7,141.0,0.3261798724324011,7,141.0
155.0,9,59.0,1.6857142857142857,8.002628124241292,9,149.0,0.20911276286094346,9,149.0
160.0,11,83.0,2.515151515151515,7.289071106215007,11,143.0,0.34965741283182983,11,143.0
165.0,5,29.0,0.9666666666666667,7.6024979653937566,5,128.0,0.3608941066344917,5,128.0
170.0,7,28.0,0.9333333333333333,5.852437644324616,7,136.0,0.2937126250541736,7,136.0
