step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,10.0,0,0.0,0.8258114299238717,0,0.0
25.0,0,0.0,0.0,11.806713882807502,0,0.0,0.975011927426329,0,0.0
30.0,0,0.0,0.0,11.999943369856895,0,0.0,0.9909690393267006,0,0.0
35.0,0,0.0,0.0,11.719674668597849,0,0.0,0.9678241296317366,0,0.0
40.0,0,0.0,0.0,12.11455557831649,0,0.0,0.9070805518166545,0,0.0
45.0,0,0.0,0.0,13.290149922735427,0,0.0,0.9865052288436136,0,0.0
50.0,0,0.0,0.0,13.297912969681338,0,0.0,0.9864921423647933,0,0.0
55.0,0,0.0,0.0,13.273695683243123,0,0.0,0.9843584155684086,0,0.0
60.0,0,0.0,0.0,13.230154201932155,0,0.0,0.9823870975950759,0,0.0
65.0,0,0.0,0.0,13.223124390022267,0,0.0,0.9807900271444937,0,0.0
70.0,0,0.0,0.0,13.164664453846772,0,0.0,0.9767540120549454,0,0.0
75.0,0,0.0,0.0,13.216149501755272,0,0.0,0.9820895847523818,0,0.0
80.0,0,0.0,0.0,13.03647840583827,0,0.0,0.9672841257274468,0,0.0
85.0,0,0.0,0.0,7.360738028213263,0,0.0,0.4987985330605676,0,0.0
90.0,1,5.0,2.5,1.788078502023232,1,5.0,0.12054997038445475,1,5.0
95.0,2,15.0,7.5,0.0,2,15.0,0.0,2,15.0
100.0,2,25.0,6.25,5.394693342183018,2,25.0,0.38603656129268726,2,25.0
105.0,1,20.0,4.0,8.123117998587247,1,34.0,0.6019899663522109,1,34.0
110.0,1,25.0,5.0,8.920278538852278,1,25.0,0.7458798188333058,1,25.0
115.0,1,30.0,5.0,10.170049330429407,1,30.0,0.7804392181315705,1,30.0
120.0,1,35.0,5.833333333333333,10.867698687329103,1,35.0,0.7842748319624435,1,35.0
125.0,1,40.0,6.666666666666667,11.266795589140287,1,40.0,0.7874754578687865,1,40.0
130.0,1,45.0,7.5,11.18406894001518,1,45.0,0.784134434080949,1,45.0
135.0,1,50.0,7.142857142857143,11.582869582558303,1,50.0,0.8139830668766751,1,50.0
140.0,1,55.0,7.857142857142857,11.6806488436759,1,55.0,0.8183633202057535,1,55.0
145.0,1,60.0,8.571428571428571,11.64377955124572,1,60.0,0.818451607728602,1,60.0
150.0,1,65.0,9.285714285714286,11.686985600491502,1,65.0,0.8194690204585728,1,65.0
155.0,1,70.0,10.0,11.469310379667489,1,70.0,0.7908150334506479,1,70.0
160.0,2,76.0,10.857142857142858,9.82170058491154,2,76.0,0.5945223853791491,2,76.0
165.0,3,87.0,10.875,8.62228144562109,3,87.0,0.4521974121000345,3,87.0
170.0,3,102.0,14.571428571428571,7.527768951328456,3,102.0,0.4165161315257198,3,102.0
175.0,4,121.0,13.444444444444445,7.575450677063819,4,121.0,0.44867547293834886,4,121.0
180.0,1,9.0,1.0,8.318337039494697,1,138.0,0.5101711793567794,1,138.0
185.0,1,14.0,1.4,9.664018971696883,1,14.0,0.7254205003645913,1,14.0
190.0,1,19.0,1.7272727272727273,11.16989163996433,1,19.0,0.7575640083471468,1,19.0
195.0,1,24.0,2.1818181818181817,12.656668707085267,1,24.0,0.8206012015468858,1,24.0
200.0,1,29.0,2.6363636363636362,12.705386673375493,1,29.0,0.8225502077652768,1,29.0
205.0,1,34.0,2.6153846153846154,12.373894075710858,1,34.0,0.8049288231732552,1,34.0
210.0,2,40.0,3.076923076923077,11.323034939134155,2,40.0,0.746555419332505,2,40.0
215.0,2,50.0,3.125,11.396601953033871,2,50.0,0.7884756074158342,2,50.0
220.0,2,60.0,3.75,11.693790225738336,2,60.0,0.8182219988295522,2,60.0
225.0,2,70.0,4.117647058823529,11.538567626509915,2,70.0,0.797413286683997,2,70.0
230.0,0,0.0,0.0,12.096393318487593,0,78.0,0.83801221016504,0,78.0
235.0,0,0.0,0.0,12.45628684845274,0,0.0,0.947235978115997,0,0.0
240.0,2,3.0,0.15,11.712008174970135,2,3.0,0.832600478975232,2,3.0
245.0,3,14.0,0.7,11.501727680381949,3,14.0,0.7749672686335437,3,14.0
250.0,1,6.0,0.2608695652173913,11.65296331731777,1,27.0,0.7878207500256794,1,27.0
255.0,1,11.0,0.4782608695652174,12.226225545157817,1,11.0,0.9089426608765123,1,11.0
260.0,0,0.0,0.0,12.455339314581897,0,15.0,0.8970065427029331,0,15.0
265.0,1,3.0,0.125,12.643018314567627,1,3.0,0.9220340574288989,1,3.0
270.0,0,0.0,0.0,12.692689889300196,0,7.0,0.8919905389012047,0,7.0
275.0,1,4.0,0.15384615384615385,12.588799247407781,1,4.0,0.8951540237883713,1,4.0
280.0,2,11.0,0.4230769230769231,12.495965539450472,2,11.0,0.8575700018016899,2,11.0
285.0,4,25.0,0.9615384615384616,11.037243640814284,4,25.0,0.6815065548416036,4,25.0
290.0,5,49.0,1.96,10.761752582074967,5,49.0,0.6735916158657365,5,49.0
295.0,7,76.0,2.7142857142857144,9.861439005432908,7,76.0,0.5974059938643187,7,76.0
300.0,7,111.0,3.8275862068965516,9.776009472246571,7,111.0,0.6103501188608798,7,111.0
305.0,5,70.0,2.1875,9.82539902386541,5,147.0,0.6359118687510205,5,147.0
