Episode,Wait time
1,1801.6,1375.487547705582
2,1445.2835164835165,1284.2510681201215
3,1618.0819277108433,1328.6474879275365
4,925.1949367088607,1331.534562229439
5,1430.6098360655737,1323.7310317340282
6,2443.4635294117647,1139.7709750589001
7,1590.9241379310347,1488.8227863588547
8,4224.88,892.5395610656941
9,1575.9135135135136,1426.3351737980508
10,3119.474285714286,1070.280507751301
11,2761.9542857142856,1201.960944101499
12,2013.2947368421053,1352.6272850534835
13,1965.6526315789474,1449.8044312765483
14,2404.095238095238,1082.9166413076568
15,2881.4379746835443,1226.8582508013078
16,3715.5951807228917,989.7910417336518
17,1743.9783783783785,1388.5965876438436
18,731.2369230769231,1563.6195460373383
19,1682.0173913043477,1296.5701915446978
20,2120.3014492753623,1270.2992036256976
21,1800.123943661972,1460.085613213341
22,1076.4375,1545.1468779202576
23,1389.4716049382716,1365.9323577090152
24,1520.719191919192,1295.0880289309564
25,1735.5940298507462,1293.8217677927842
26,685.5873015873016,1414.6687990347882
27,1809.7384615384615,1157.5946904607122
28,1123.9375,1505.0998982743142
29,1348.4698412698413,1224.0050081353784
30,770.1236363636364,1571.621608723232
31,1575.776,1553.120830278321
32,998.6125,1377.9108734765675
33,1746.485714285714,1436.6190870061557
34,1231.0153846153846,1653.167527124464
35,3885.364705882353,1129.0084079098413
36,1313.4967741935484,1457.8714945838904
37,1222.096551724138,1482.372871791817
38,1967.816393442623,1261.7848151212615
39,2740.0774193548386,1099.5909044222494
40,1493.1999999999998,1356.4176837918137
41,2386.0800000000004,1403.7191030064728
42,2126.1830508474577,1311.0989532686378
43,1111.3180327868852,1432.1796710689825
44,1001.3694915254238,1436.6023127724072
45,1299.9127272727271,1553.7300127996712
46,369.6909090909091,1688.4355111832738
47,1171.8461538461538,1762.4240117939833
48,1083.389090909091,1647.424786597474
49,550.0408163265306,1684.4799073649883
50,468.78688524590166,1847.7862154425293
51,676.162962962963,1724.4329978924764
52,742.7818181818183,1678.3342814025343
53,542.8740740740741,1737.2589914324556
54,1198.683076923077,1557.9889647313983
55,607.0901960784313,1735.434228321757
56,555.0,1790.4518787135612
57,536.2566037735849,1682.850702610882
58,543.6133333333333,1569.86273026271
59,401.3032258064516,1536.555455678889
60,863.016393442623,1389.4851314935543
61,709.7405405405406,1456.2215395393823
62,734.7147540983607,1572.1228191564774
63,766.0521739130435,1570.6622947222374
64,1325.7925925925927,1374.5487310487924
65,924.930909090909,1513.4551159327784
66,853.8000000000001,1574.6024325841595
67,555.0333333333333,1680.482932693914
68,688.4965517241379,1833.3856313270762
69,1201.3559322033898,1606.6737109896808
70,789.6949152542373,1612.3517213045454
71,1063.6000000000001,1503.0086431849452
72,1011.5076923076923,1655.9156023544313
73,704.5754385964913,1620.2876645135896
74,782.6162162162162,1766.9346249694202
75,465.09090909090907,1742.0086653783455
76,635.7333333333333,1727.020657782377
77,474.2,1787.198454612633
78,590.5531914893617,1717.511760072453
79,339.495652173913,1741.9883875643877
80,742.8347826086957,1569.362628553296
81,440.23829787234047,1788.192853150671
82,485.20851063829787,1681.3163635542
83,515.4666666666667,1570.4157665978346
84,474.6666666666667,1683.3773318585027
85,684.5209302325582,1554.2389124278511
86,1717.0285714285712,1521.1000809242812
87,1230.1384615384616,1494.2894771848926
88,1170.9818181818182,1482.2051906056092
89,1304.7636363636364,1417.0785647049568
90,929.4,1284.0900854694544
91,1236.3428571428572,1537.867000623966
92,1840.3345454545454,1414.786554840519
93,1091.9130434782608,1495.5572640612922
94,503.76888888888885,1579.1184493221253
95,496.43333333333334,1524.5902917345077
96,929.0553191489362,1447.950963279157
97,666.4510638297872,1625.670290154308
98,808.7673469387755,1506.3246536426464
99,802.6615384615385,1501.2732294352568
100,688.1684210526315,1563.8267607139305
101,634.8307692307692,1459.3210945399655
102,336.71304347826083,1691.696745029421
103,436.1872340425532,1686.7325827381096
104,661.6695652173913,1614.769699422517
105,401.1265306122449,1740.203933218925
106,625.2210526315789,1734.080070010371
107,589.2078431372548,1680.4886966091983
108,715.6888888888889,1779.8194127157244
109,418.8537313432836,1698.9263226823634
110,432.6877192982456,1633.8718349793337
111,593.0714285714286,1681.0569185044722
112,408.4078431372549,1633.7257271146602
113,617.2244897959183,1678.2203524245217
114,1143.0037735849055,1653.7650922437103
115,588.5142857142856,1517.4310213254005
116,425.1172413793103,1689.4503035710895
117,578.5166666666667,1626.1075848439223
118,783.7037037037037,1721.3511902784273
119,393.6363636363636,1741.8296408595313
120,615.4,1565.7644873014772
121,503.70612244897956,1735.419256916006
122,577.5111111111111,1681.691543542676
123,384.66341463414636,1738.9471279797278
124,1298.0181818181818,1648.2473988256602
125,390.8695652173913,1682.319208354138
126,549.2255319148936,1781.5987386626382
127,409.82608695652175,1790.9019542810124
128,636.2666666666667,1781.8834602984587
129,1030.4333333333334,1815.8928014133899
130,755.0755555555556,1768.7792055356538
131,686.9787234042553,1771.5677907584802
132,986.8153846153847,1811.2982192797617
133,715.6,1673.5061818530644
134,587.5377777777778,1729.4033696057443
135,513.3276595744682,1570.0817845761228
136,525.0782608695652,1461.709164537899
137,539.0697674418604,1674.277144587444
138,468.09999999999997,1790.1024591027601
139,612.8190476190476,1724.5074944400008
140,592.64,1668.4956449559616
141,483.408,1575.5420542894944
142,527.184,1678.6461863217353
143,432.93617021276594,1682.7519367274479
144,441.6181818181818,1628.7455779688787
145,480.0761904761905,1628.551777615305
146,414.43636363636364,1790.3862417018777
147,441.024,1627.5467293499385
148,425.6470588235294,1684.8515663660028
149,457.6313725490196,1630.0603425331874
150,452.1565217391304,1736.02588134088
151,586.4170212765957,1783.0718326263393
152,421.36170212765956,1681.7099712228235
153,730.5739130434783,1618.2601034599986
154,334.0181818181818,1581.2714851576682
155,492.15686274509807,1623.1219307175068
156,725.168,1665.1396535406038
157,660.4909090909091,1557.193376069981
158,385.15000000000003,1789.9691760323183
159,594.591304347826,1828.1124991034194
160,425.55,1794.7191295019159
161,493.2,1836.7429528909952
162,660.3130434782609,1826.5990249222132
163,568.9142857142857,1676.9574186721688
164,1746.5739130434781,1523.4545056353084
165,373.86206896551727,1687.8309662839365
166,800.15,1721.6000322161844
167,413.7358490566038,1741.5561176077417
168,436.34285714285716,1797.212917697456
169,611.6085106382978,1675.69268244599
170,647.456,1828.071354918153
171,529.1063829787234,1731.5334946613264
172,416.37333333333333,1739.33584023192
173,604.4159999999999,1727.881525014563
174,454.34666666666664,1575.3125018644926
175,638.4888888888889,1674.39642087389
176,429.1818181818182,1630.7967015050376
177,475.23636363636365,1733.7001005642612
178,524.928,1678.690611950305
179,459.5744680851064,1630.4215332452527
180,510.95,1572.5030391056855
181,876.8372093023256,1757.7477127835782
182,540.5,1624.7508157858254
183,633.2833333333334,1617.7837460237165
184,610.1391304347826,1619.9579698260866
185,460.2782608695652,1627.4611040228206
186,816.3755102040817,1766.5615987737074
187,491.45,1571.6780847278774
188,855.6093023255813,1384.0437588308819
189,594.3166666666667,1677.593161837937
190,661.9733333333334,1673.3198891606971
191,621.8382978723405,1613.3653457347768
192,518.3111111111111,1682.4673282480176
193,453.26956521739135,1740.4191238996982
194,530.6,1620.0608780570192
195,635.3191489361702,1669.399205302891
196,615.4212765957446,1618.0898817264017
197,406.7047619047619,1577.8120827024966
198,703.5764705882353,1618.2680926404507
199,865.0980392156863,1496.8078003776975
200,577.5466666666666,1783.7078449921803
201,430.40000000000003,1628.0157961352656
202,460.4977777777778,1625.4078364938694
203,816.5333333333333,1484.0098026672006
204,531.7023255813954,1568.0264609680298
205,471.8978723404255,1735.426252669982
206,450.1023255813954,1679.9858601432727
207,614.1767441860464,1454.3524719740146
208,719.1652173913043,1554.0047763092225
209,459.4086956521739,1680.7456485797914
210,662.9454545454545,1609.3611518659056
211,497.668085106383,1677.3250431338918
212,632.3911111111111,1620.1707556327142
213,489.89565217391305,1627.403221952088
214,392.81777777777774,1737.6025337199408
215,671.704347826087,1673.1084013195161
216,510.5739130434783,1623.7968107831612
217,605.4468085106383,1559.0894157201963
218,429.43673469387755,1630.0582130414255
219,640.2181818181818,1619.344198729221
220,799.6869565217391,1665.1426425482305
221,498.6046511627907,1678.0051125909101
222,471.4133333333333,1630.496621813713
223,383.6666666666667,1633.5231373545998
224,405.07169811320756,1743.9977824942239
225,526.8545454545455,1674.2987117894995
226,433.50909090909096,1684.1435179941743
227,665.3224489795919,1672.9583706867786
228,505.7818181818182,1675.091152976638
229,530.2755555555556,1670.2187686765665
230,418.85714285714283,1682.4848054286283
231,451.3795918367347,1734.7744726991143
232,530.8936170212766,1730.7295139142525
233,479.84,1629.1649139227623
234,774.7272727272727,1610.7335632881316
235,613.8823529411765,1568.5746721147732
236,490.8977777777777,1730.1435560877578
237,771.739534883721,1609.1001408180375
238,451.5652173913044,1678.1113185393503
239,638.1787234042553,1665.9789804049851
240,587.84,1512.7259303534836
241,820.5714285714286,1718.769057119097
242,761.4909090909091,1720.2232052159081
243,539.2695652173913,1676.4145066504211
244,801.0790697674419,1603.1909806077135
245,1034.5955555555556,1652.9247986359474
246,546.8571428571429,1780.7711853286103
247,490.816,1682.1488347048312
248,1023.8037735849057,1696.4945649060994
249,703.5478260869565,1399.2082702316447
250,603.5,1828.53401900395
251,634.0977777777778,1615.3089442205185
252,621.3636363636364,1509.4523589500347
253,1026.7304347826087,1645.8621952111912
254,425.16521739130434,1629.6232950059252
255,470.4711111111111,1837.182461640087
256,590.9866666666667,1676.1900619395997
257,492.0711111111111,1734.6256736267069
258,404.88695652173914,1684.8331922281338
259,601.3209302325581,1727.333881558674
