step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,10.0,0,0.0,0.7025199108193124,0,0.0
25.0,0,0.0,0.0,13.443754579056986,0,0.0,0.9444505267955837,0,0.0
30.0,0,0.0,0.0,13.757809667924352,0,0.0,0.9665135220979291,0,0.0
35.0,0,0.0,0.0,14.091725412599676,0,0.0,0.9899717680149763,0,0.0
40.0,0,0.0,0.0,12.993644602925949,0,0.0,0.9331845207519474,0,0.0
45.0,0,0.0,0.0,13.639391625603233,0,0.0,0.9802420282413623,0,0.0
50.0,0,0.0,0.0,13.708064811141734,0,0.0,0.9855350849665007,0,0.0
55.0,0,0.0,0.0,13.671665251500011,0,0.0,0.9827391433293673,0,0.0
60.0,0,0.0,0.0,13.634392810240891,0,0.0,0.9802376617785523,0,0.0
65.0,0,0.0,0.0,13.576138458983545,0,0.0,0.9759034562420781,0,0.0
70.0,0,0.0,0.0,13.654895546392575,0,0.0,0.9814830599281954,0,0.0
75.0,0,0.0,0.0,8.973847447976304,0,0.0,0.652846925592763,0,0.0
80.0,1,4.0,2.0,6.76100527590817,1,4.0,0.497600919315715,1,4.0
85.0,0,0.0,0.0,7.223803774660524,0,8.0,0.530167201468431,0,8.0
90.0,0,0.0,0.0,8.960967820228149,0,0.0,0.9921691550112673,0,0.0
95.0,0,0.0,0.0,4.445661882986348,0,0.0,0.05178708413469774,0,0.0
100.0,1,4.0,1.0,8.359545914260885,1,4.0,0.46936733721835044,1,4.0
105.0,1,9.0,1.8,10.576315799561682,1,9.0,0.6165059167246385,1,9.0
110.0,1,14.0,2.8,12.06505731930619,1,14.0,0.7222553885696774,1,14.0
115.0,1,19.0,3.1666666666666665,12.174437764492902,1,19.0,0.7736977802878775,1,19.0
120.0,1,24.0,4.0,11.85289665222794,1,24.0,0.7518020255477815,1,24.0
125.0,1,29.0,4.833333333333333,12.355102034161881,1,29.0,0.7859105998023226,1,29.0
130.0,1,34.0,5.666666666666667,12.294569074809168,1,34.0,0.7802609689927082,1,34.0
135.0,1,39.0,5.571428571428571,12.466998135215674,1,39.0,0.8106656392233403,1,39.0
140.0,1,44.0,6.285714285714286,12.533621589564195,1,44.0,0.8183531918337907,1,44.0
145.0,1,49.0,7.0,11.761417060308194,1,49.0,0.794170034368397,1,49.0
150.0,1,54.0,9.0,11.823993696953535,1,54.0,0.7283788020098698,1,54.0
155.0,1,59.0,9.833333333333334,11.503849677233147,1,59.0,0.6465286469924895,1,59.0
160.0,2,67.0,11.166666666666666,10.048367471989978,2,67.0,0.4879063029161461,2,67.0
165.0,2,77.0,11.0,10.436070013654842,2,77.0,0.5732269022068381,2,77.0
170.0,2,87.0,12.428571428571429,10.219121689017744,2,87.0,0.5513303868978853,2,87.0
175.0,3,98.0,10.88888888888889,9.400968802504996,3,98.0,0.49318051109969513,3,98.0
180.0,3,113.0,12.555555555555555,10.025895822923799,3,113.0,0.5423806701994017,3,113.0
185.0,3,128.0,12.8,10.210388589628916,3,128.0,0.5992159467751483,3,128.0
190.0,3,143.0,13.0,10.372695992867095,3,143.0,0.582012736168344,3,143.0
195.0,3,158.0,15.8,9.984424336358588,3,158.0,0.612115877819806,3,158.0
200.0,3,173.0,19.22222222222222,9.214482450235273,3,173.0,0.6120388783520506,3,173.0
205.0,3,188.0,17.09090909090909,9.641822854468387,3,188.0,0.6617699267919436,3,188.0
210.0,3,203.0,16.916666666666668,10.061728128116071,3,203.0,0.7022819790569236,3,203.0
215.0,3,218.0,14.533333333333333,10.326625482293398,3,218.0,0.7380992226389302,3,218.0
220.0,3,233.0,15.533333333333333,9.71872518924197,3,233.0,0.6936128946511687,3,233.0
225.0,5,255.0,15.9375,8.768518072272382,5,255.0,0.631545514151292,5,255.0
230.0,6,282.0,15.666666666666666,8.582977764213322,6,282.0,0.6266049072502301,6,282.0
235.0,6,312.0,15.6,8.858675888625184,6,312.0,0.6487969698563433,6,312.0
240.0,6,342.0,17.1,9.12668848763624,6,342.0,0.6701954650174612,6,342.0
245.0,7,374.0,19.68421052631579,8.140052866459486,7,374.0,0.6190078136944125,7,374.0
250.0,7,409.0,17.782608695652176,8.724921246912912,7,409.0,0.6372934944506154,7,409.0
255.0,7,433.0,17.32,9.049265137479296,7,444.0,0.6483099695478924,7,444.0
260.0,8,470.0,18.076923076923077,9.128985959597042,8,470.0,0.6620898269247192,8,470.0
265.0,8,510.0,19.615384615384617,8.994614785190999,8,510.0,0.6355176736105363,8,510.0
270.0,10,557.0,20.62962962962963,8.628371888120695,10,557.0,0.5958036724156139,10,557.0
275.0,12,611.0,21.06896551724138,8.012038409515226,12,611.0,0.5430054766131034,12,611.0
280.0,13,674.0,23.24137931034483,7.164216632878362,13,674.0,0.47764813689710117,13,674.0
285.0,15,745.0,25.689655172413794,6.868573834153687,15,745.0,0.4549355003208918,15,745.0
290.0,9,388.0,13.379310344827585,6.116914081373829,9,814.0,0.39786402114433667,9,814.0
295.0,8,280.0,8.75,6.432489949240056,8,306.0,0.5091185468464436,8,306.0
300.0,6,235.0,6.911764705882353,7.457923712633777,6,345.0,0.508728464389531,6,345.0
